Ano;Marcador;Órgão;Unidade Orçamentária;Programa;Ação;Localizador;Plano Orçamentário;Esfera;Função;Subfunção;IDUso;Fonte;Grupo Despesa;Modalidade;Natureza Despesa;Resultado Primário;Tipo Crédito;Ano Referência;Dotação Inicial;Dotação Atual;Empenhado;Liquidado;Pago;Bloqueado
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);30000 - Ministério da Justiça e Segurança Pública;30107 - Departamento de Polícia Rodoviária Federal;5116 - Segurança Pública com Cidadania;2723 - Policiamento, Fiscalização, Enfrentamento à Criminalidade e Corrupção;6503 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP10 - Calamidade Pública - Medida Provisória nº 1.218, de 11 de maio de 2024 - Aquisição e Reparação de Equipamentos na Superintendência do RS;10 - Orçamento Fiscal;06 - Segurança Pública;181 - Policiamento;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3020 - Sinalização, Engenharia de Tráfego e de Campo, Policiamento, Fiscalização e Educação de Trânsito;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33903985 - SERVICOS EM ITENS REPARAVEIS DE AVIACAO;2 - Primária discricionária, considerada no cálculo do RP;G - Extraordinário;2024;0;0;1783835,06;0;0;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);30000 - Ministério da Justiça e Segurança Pública;30107 - Departamento de Polícia Rodoviária Federal;5116 - Segurança Pública com Cidadania;2723 - Policiamento, Fiscalização, Enfrentamento à Criminalidade e Corrupção;6503 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP20 - Calamidade Pública - Medida Provisória nº 1.223, de 23 de maio de 2024 - Aquisição e Reparação de Equipamentos na Superintendência do RS (Complemento 90 dias);10 - Orçamento Fiscal;06 - Segurança Pública;181 - Policiamento;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3020 - Sinalização, Engenharia de Tráfego e de Campo, Policiamento, Fiscalização e Educação de Trânsito;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33900000 - Aplicações Diretas;2 - Primária discricionária, considerada no cálculo do RP;G - Extraordinário;2024;0;15455940;0;0;0;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);30000 - Ministério da Justiça e Segurança Pública;30107 - Departamento de Polícia Rodoviária Federal;5116 - Segurança Pública com Cidadania;2723 - Policiamento, Fiscalização, Enfrentamento à Criminalidade e Corrupção;6503 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP20 - Calamidade Pública - Medida Provisória nº 1.223, de 23 de maio de 2024 - Aquisição e Reparação de Equipamentos na Superintendência do RS (Complemento 90 dias);10 - Orçamento Fiscal;06 - Segurança Pública;181 - Policiamento;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3020 - Sinalização, Engenharia de Tráfego e de Campo, Policiamento, Fiscalização e Educação de Trânsito;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33901414 - DIARIAS NO PAIS;2 - Primária discricionária, considerada no cálculo do RP;G - Extraordinário;2024;0;0;4104000;356315,3;317147;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);30000 - Ministério da Justiça e Segurança Pública;30107 - Departamento de Polícia Rodoviária Federal;5116 - Segurança Pública com Cidadania;2723 - Policiamento, Fiscalização, Enfrentamento à Criminalidade e Corrupção;6503 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP20 - Calamidade Pública - Medida Provisória nº 1.223, de 23 de maio de 2024 - Aquisição e Reparação de Equipamentos na Superintendência do RS (Complemento 90 dias);10 - Orçamento Fiscal;06 - Segurança Pública;181 - Policiamento;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3020 - Sinalização, Engenharia de Tráfego e de Campo, Policiamento, Fiscalização e Educação de Trânsito;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33903001 - COMBUSTIVEIS E LUBRIFICANTES AUTOMOTIVOS;2 - Primária discricionária, considerada no cálculo do RP;G - Extraordinário;2024;0;0;200000;0;0;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);30000 - Ministério da Justiça e Segurança Pública;30107 - Departamento de Polícia Rodoviária Federal;5116 - Segurança Pública com Cidadania;2723 - Policiamento, Fiscalização, Enfrentamento à Criminalidade e Corrupção;6503 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP20 - Calamidade Pública - Medida Provisória nº 1.223, de 23 de maio de 2024 - Aquisição e Reparação de Equipamentos na Superintendência do RS (Complemento 90 dias);10 - Orçamento Fiscal;06 - Segurança Pública;181 - Policiamento;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3020 - Sinalização, Engenharia de Tráfego e de Campo, Policiamento, Fiscalização e Educação de Trânsito;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33903002 - COMBUSTIVEIS E LUBRIFICANTES DE AVIACAO;2 - Primária discricionária, considerada no cálculo do RP;G - Extraordinário;2024;0;0;1979999,91;0;0;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);30000 - Ministério da Justiça e Segurança Pública;30107 - Departamento de Polícia Rodoviária Federal;5116 - Segurança Pública com Cidadania;2723 - Policiamento, Fiscalização, Enfrentamento à Criminalidade e Corrupção;6503 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP20 - Calamidade Pública - Medida Provisória nº 1.223, de 23 de maio de 2024 - Aquisição e Reparação de Equipamentos na Superintendência do RS (Complemento 90 dias);10 - Orçamento Fiscal;06 - Segurança Pública;181 - Policiamento;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3020 - Sinalização, Engenharia de Tráfego e de Campo, Policiamento, Fiscalização e Educação de Trânsito;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33903039 - MATERIAL P/ MANUTENCAO DE VEICULOS;2 - Primária discricionária, considerada no cálculo do RP;G - Extraordinário;2024;0;0;450000;0;0;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);30000 - Ministério da Justiça e Segurança Pública;30107 - Departamento de Polícia Rodoviária Federal;5116 - Segurança Pública com Cidadania;2723 - Policiamento, Fiscalização, Enfrentamento à Criminalidade e Corrupção;6503 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP20 - Calamidade Pública - Medida Provisória nº 1.223, de 23 de maio de 2024 - Aquisição e Reparação de Equipamentos na Superintendência do RS (Complemento 90 dias);10 - Orçamento Fiscal;06 - Segurança Pública;181 - Policiamento;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3020 - Sinalização, Engenharia de Tráfego e de Campo, Policiamento, Fiscalização e Educação de Trânsito;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33903301 - PASSAGENS PARA O PAIS;2 - Primária discricionária, considerada no cálculo do RP;G - Extraordinário;2024;0;0;2400000;0;0;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);30000 - Ministério da Justiça e Segurança Pública;30107 - Departamento de Polícia Rodoviária Federal;5116 - Segurança Pública com Cidadania;2723 - Policiamento, Fiscalização, Enfrentamento à Criminalidade e Corrupção;6503 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP20 - Calamidade Pública - Medida Provisória nº 1.223, de 23 de maio de 2024 - Aquisição e Reparação de Equipamentos na Superintendência do RS (Complemento 90 dias);10 - Orçamento Fiscal;06 - Segurança Pública;181 - Policiamento;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3020 - Sinalização, Engenharia de Tráfego e de Campo, Policiamento, Fiscalização e Educação de Trânsito;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33903919 - MANUTENCAO E CONSERV. DE VEICULOS;2 - Primária discricionária, considerada no cálculo do RP;G - Extraordinário;2024;0;0;250000;0;0;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);30000 - Ministério da Justiça e Segurança Pública;30107 - Departamento de Polícia Rodoviária Federal;5116 - Segurança Pública com Cidadania;2723 - Policiamento, Fiscalização, Enfrentamento à Criminalidade e Corrupção;6503 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP20 - Calamidade Pública - Medida Provisória nº 1.223, de 23 de maio de 2024 - Aquisição e Reparação de Equipamentos na Superintendência do RS (Complemento 90 dias);10 - Orçamento Fiscal;06 - Segurança Pública;181 - Policiamento;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3020 - Sinalização, Engenharia de Tráfego e de Campo, Policiamento, Fiscalização e Educação de Trânsito;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33904013 - COMUNICACAO DE DADOS E REDES EM GERAL;2 - Primária discricionária, considerada no cálculo do RP;G - Extraordinário;2024;0;0;71940;0;0;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);30000 - Ministério da Justiça e Segurança Pública;30108 - Departamento de Polícia Federal;5116 - Segurança Pública com Cidadania;2726 - Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União;6501 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP10 - Calamidade Pública - Medida Provisória nº 1.218, de 11 de maio de 2024 - Operações da Polícia Federal para Atender a Calamidade no RS;10 - Orçamento Fiscal;06 - Segurança Pública;181 - Policiamento;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3019 - FUNAPOL;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33900000 - Aplicações Diretas;2 - Primária discricionária, considerada no cálculo do RP;G - Extraordinário;2024;0;5845520;0;0;0;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);30000 - Ministério da Justiça e Segurança Pública;30108 - Departamento de Polícia Federal;5116 - Segurança Pública com Cidadania;2726 - Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União;6501 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP10 - Calamidade Pública - Medida Provisória nº 1.218, de 11 de maio de 2024 - Operações da Polícia Federal para Atender a Calamidade no RS;10 - Orçamento Fiscal;06 - Segurança Pública;181 - Policiamento;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3019 - FUNAPOL;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33901414 - DIARIAS NO PAIS;2 - Primária discricionária, considerada no cálculo do RP;G - Extraordinário;2024;0;0;1873814,61;135929,75;84094,73;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);30000 - Ministério da Justiça e Segurança Pública;30108 - Departamento de Polícia Federal;5116 - Segurança Pública com Cidadania;2726 - Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União;6501 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP10 - Calamidade Pública - Medida Provisória nº 1.218, de 11 de maio de 2024 - Operações da Polícia Federal para Atender a Calamidade no RS;10 - Orçamento Fiscal;06 - Segurança Pública;181 - Policiamento;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3019 - FUNAPOL;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33903017 - MATERIAL DE TIC - MATERIAL DE CONSUMO;2 - Primária discricionária, considerada no cálculo do RP;G - Extraordinário;2024;0;0;77050;0;0;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);30000 - Ministério da Justiça e Segurança Pública;30108 - Departamento de Polícia Federal;5116 - Segurança Pública com Cidadania;2726 - Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União;6501 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP10 - Calamidade Pública - Medida Provisória nº 1.218, de 11 de maio de 2024 - Operações da Polícia Federal para Atender a Calamidade no RS;10 - Orçamento Fiscal;06 - Segurança Pública;181 - Policiamento;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3019 - FUNAPOL;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33903023 - UNIFORMES, TECIDOS E AVIAMENTOS;2 - Primária discricionária, considerada no cálculo do RP;G - Extraordinário;2024;0;0;965,2;965,2;965,2;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);30000 - Ministério da Justiça e Segurança Pública;30108 - Departamento de Polícia Federal;5116 - Segurança Pública com Cidadania;2726 - Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União;6501 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP10 - Calamidade Pública - Medida Provisória nº 1.218, de 11 de maio de 2024 - Operações da Polícia Federal para Atender a Calamidade no RS;10 - Orçamento Fiscal;06 - Segurança Pública;181 - Policiamento;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3019 - FUNAPOL;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33903027 - MATERIAL DE MANOBRA E PATRULHAMENTO;2 - Primária discricionária, considerada no cálculo do RP;G - Extraordinário;2024;0;0;439776,75;83189,05;40934,86;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);30000 - Ministério da Justiça e Segurança Pública;30108 - Departamento de Polícia Federal;5116 - Segurança Pública com Cidadania;2726 - Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União;6501 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP10 - Calamidade Pública - Medida Provisória nº 1.218, de 11 de maio de 2024 - Operações da Polícia Federal para Atender a Calamidade no RS;10 - Orçamento Fiscal;06 - Segurança Pública;181 - Policiamento;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3019 - FUNAPOL;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33903042 - FERRAMENTAS;2 - Primária discricionária, considerada no cálculo do RP;G - Extraordinário;2024;0;0;9858,29;0;0;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);30000 - Ministério da Justiça e Segurança Pública;30108 - Departamento de Polícia Federal;5116 - Segurança Pública com Cidadania;2726 - Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União;6501 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP10 - Calamidade Pública - Medida Provisória nº 1.218, de 11 de maio de 2024 - Operações da Polícia Federal para Atender a Calamidade no RS;10 - Orçamento Fiscal;06 - Segurança Pública;181 - Policiamento;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3019 - FUNAPOL;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33903096 - MATERIAL DE CONSUMO - PAGTO ANTECIPADO;2 - Primária discricionária, considerada no cálculo do RP;G - Extraordinário;2024;0;0;134000;133968,7;133968,7;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);30000 - Ministério da Justiça e Segurança Pública;30108 - Departamento de Polícia Federal;5116 - Segurança Pública com Cidadania;2726 - Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União;6501 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP10 - Calamidade Pública - Medida Provisória nº 1.218, de 11 de maio de 2024 - Operações da Polícia Federal para Atender a Calamidade no RS;10 - Orçamento Fiscal;06 - Segurança Pública;181 - Policiamento;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3019 - FUNAPOL;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33903301 - PASSAGENS PARA O PAIS;2 - Primária discricionária, considerada no cálculo do RP;G - Extraordinário;2024;0;0;334886,18;0;0;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);30000 - Ministério da Justiça e Segurança Pública;30108 - Departamento de Polícia Federal;5116 - Segurança Pública com Cidadania;2726 - Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União;6501 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP10 - Calamidade Pública - Medida Provisória nº 1.218, de 11 de maio de 2024 - Operações da Polícia Federal para Atender a Calamidade no RS;10 - Orçamento Fiscal;06 - Segurança Pública;181 - Policiamento;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3019 - FUNAPOL;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33903696 - OUTROS SERV.DE TERCEIROS PF- PAGTO ANTECIPADO;2 - Primária discricionária, considerada no cálculo do RP;G - Extraordinário;2024;0;0;106000;106000;106000;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);30000 - Ministério da Justiça e Segurança Pública;30108 - Departamento de Polícia Federal;5116 - Segurança Pública com Cidadania;2726 - Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União;6501 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP10 - Calamidade Pública - Medida Provisória nº 1.218, de 11 de maio de 2024 - Operações da Polícia Federal para Atender a Calamidade no RS;10 - Orçamento Fiscal;06 - Segurança Pública;181 - Policiamento;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3019 - FUNAPOL;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33903978 - LIMPEZA E CONSERVACAO;2 - Primária discricionária, considerada no cálculo do RP;G - Extraordinário;2024;0;0;45240;0;0;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);30000 - Ministério da Justiça e Segurança Pública;30108 - Departamento de Polícia Federal;5116 - Segurança Pública com Cidadania;2726 - Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União;6501 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP10 - Calamidade Pública - Medida Provisória nº 1.218, de 11 de maio de 2024 - Operações da Polícia Federal para Atender a Calamidade no RS;10 - Orçamento Fiscal;06 - Segurança Pública;181 - Policiamento;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3019 - FUNAPOL;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33903996 - OUTROS SERV.DE TERCEIROS PJ- PAGTO ANTECIPADO;2 - Primária discricionária, considerada no cálculo do RP;G - Extraordinário;2024;0;0;181500;181500;181500;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);30000 - Ministério da Justiça e Segurança Pública;30108 - Departamento de Polícia Federal;5116 - Segurança Pública com Cidadania;2726 - Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União;6501 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP20 - Calamidade Pública - Medida Provisória nº 1.223, de 23 de maio de 2024 - Operações da Polícia Federal para Atender a Calamidade no RS;10 - Orçamento Fiscal;06 - Segurança Pública;181 - Policiamento;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3019 - FUNAPOL;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33900000 - Aplicações Diretas;2 - Primária discricionária, considerada no cálculo do RP;G - Extraordinário;2024;0;17447615;0;0;0;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);30000 - Ministério da Justiça e Segurança Pública;30911 - Fundo Nacional de Segurança Pública;5116 - Segurança Pública com Cidadania;2B00 - Atuação da Força Nacional de Segurança Pública;6502 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP10 - Calamidade Pública - Medida Provisória nº 1.218, de 11 de maio de 2024 - Atuação da Força Nacional de Segurança Pública;10 - Orçamento Fiscal;06 - Segurança Pública;181 - Policiamento;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3050 - Recursos Próprios Livres da UO;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33900000 - Aplicações Diretas;1 - Primária obrigatória, considerada no cálculo do RP;G - Extraordinário;2024;0;5517415;0;0;0;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);30000 - Ministério da Justiça e Segurança Pública;30911 - Fundo Nacional de Segurança Pública;5116 - Segurança Pública com Cidadania;2B00 - Atuação da Força Nacional de Segurança Pública;6502 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP10 - Calamidade Pública - Medida Provisória nº 1.218, de 11 de maio de 2024 - Atuação da Força Nacional de Segurança Pública;10 - Orçamento Fiscal;06 - Segurança Pública;181 - Policiamento;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3050 - Recursos Próprios Livres da UO;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33901414 - DIARIAS NO PAIS;1 - Primária obrigatória, considerada no cálculo do RP;G - Extraordinário;2024;0;0;3000000;2078885,15;2051402,05;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);30000 - Ministério da Justiça e Segurança Pública;30911 - Fundo Nacional de Segurança Pública;5116 - Segurança Pública com Cidadania;2B00 - Atuação da Força Nacional de Segurança Pública;6502 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP10 - Calamidade Pública - Medida Provisória nº 1.218, de 11 de maio de 2024 - Atuação da Força Nacional de Segurança Pública;10 - Orçamento Fiscal;06 - Segurança Pública;181 - Policiamento;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3050 - Recursos Próprios Livres da UO;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33903001 - COMBUSTIVEIS E LUBRIFICANTES AUTOMOTIVOS;1 - Primária obrigatória, considerada no cálculo do RP;G - Extraordinário;2024;0;0;119994,09;119994,09;119994,09;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);30000 - Ministério da Justiça e Segurança Pública;30911 - Fundo Nacional de Segurança Pública;5116 - Segurança Pública com Cidadania;2B00 - Atuação da Força Nacional de Segurança Pública;6502 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP10 - Calamidade Pública - Medida Provisória nº 1.218, de 11 de maio de 2024 - Atuação da Força Nacional de Segurança Pública;10 - Orçamento Fiscal;06 - Segurança Pública;181 - Policiamento;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3050 - Recursos Próprios Livres da UO;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33903039 - MATERIAL P/ MANUTENCAO DE VEICULOS;1 - Primária obrigatória, considerada no cálculo do RP;G - Extraordinário;2024;0;0;24999,99;0;0;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);30000 - Ministério da Justiça e Segurança Pública;30911 - Fundo Nacional de Segurança Pública;5116 - Segurança Pública com Cidadania;2B00 - Atuação da Força Nacional de Segurança Pública;6502 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP10 - Calamidade Pública - Medida Provisória nº 1.218, de 11 de maio de 2024 - Atuação da Força Nacional de Segurança Pública;10 - Orçamento Fiscal;06 - Segurança Pública;181 - Policiamento;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3050 - Recursos Próprios Livres da UO;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33903301 - PASSAGENS PARA O PAIS;1 - Primária obrigatória, considerada no cálculo do RP;G - Extraordinário;2024;0;0;1122509,68;0;0;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);30000 - Ministério da Justiça e Segurança Pública;30911 - Fundo Nacional de Segurança Pública;5116 - Segurança Pública com Cidadania;2B00 - Atuação da Força Nacional de Segurança Pública;6502 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP10 - Calamidade Pública - Medida Provisória nº 1.218, de 11 de maio de 2024 - Atuação da Força Nacional de Segurança Pública;10 - Orçamento Fiscal;06 - Segurança Pública;181 - Policiamento;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3050 - Recursos Próprios Livres da UO;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33903602 - DIARIAS A COLABORADORES EVENTUAIS NO PAIS;1 - Primária obrigatória, considerada no cálculo do RP;G - Extraordinário;2024;0;0;990000;620701,25;620572,5;0
2024;Enfrentamento à Calamidade Pública no RS (Programações de Medidas Provisórias);30000 - Ministério da Justiça e Segurança Pública;30911 - Fundo Nacional de Segurança Pública;5116 - Segurança Pública com Cidadania;2B00 - Atuação da Força Nacional de Segurança Pública;6502 - No Estado do Rio Grande do Sul (Crédito Extraordinário - Calamidade Pública);CP10 - Calamidade Pública - Medida Provisória nº 1.218, de 11 de maio de 2024 - Atuação da Força Nacional de Segurança Pública;10 - Orçamento Fiscal;06 - Segurança Pública;181 - Policiamento;0 - Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino;3050 - Recursos Próprios Livres da UO;3 - Outras Despesas Correntes;90 - Aplicações Diretas;33903919 - MANUTENCAO E CONSERV. DE VEICULOS;1 - Primária obrigatória, considerada no cálculo do RP;G - Extraordinário;2024;0;0;14999,99;0;0;0
